 Timestep   LgClust       c1         p1         c5         p5        c10        p10        c50        p50        c100       p100       c500       p500      c1000      p1000      c5000      p5000      c10000     p10000     c50000     p50000  
   0.0       21153      55145      100000      881       26231        17       21325        1        21153        1        21153        1        21153        1        21153        1        21153        1        21153        0          0     
   8.3       23026      21793      100000      3982      71762       1726      57155        71       27562        6        23629        1        23026        1        23026        1        23026        1        23026        0          0     
   16.7      25368      21753      100000      3886      71770       1629      57212        54       28903        4        25720        1        25368        1        25368        1        25368        1        25368        0          0     
   25.0      27695      22213      100000      3771      70776       1532      56293        36       29894        2        27824        1        27695        1        27695        1        27695        1        27695        0          0     
   33.3      30030      22532      100000      3628      70236       1381      55738        39       32404        2        30134        1        30030        1        30030        1        30030        1        30030        0          0     
   41.7      32643      22686      100000      3580      69993       1270      55205        22       33986        2        32825        1        32643        1        32643        1        32643        1        32643        0          0     
   50.0      35278      22819      100000      3370      68972       1192      55126        13       36014        1        35278        1        35278        1        35278        1        35278        1        35278        0          0     
   58.3      38022      22853      100000      3272      69223       1098      55313        7        38389        1        38022        1        38022        1        38022        1        38022        1        38022        0          0     
   66.7      40632      23018      100000      3010      68574       950       55423        2        40698        1        40632        1        40632        1        40632        1        40632        1        40632        0          0     
   75.0      43570      23058      100000      2802      68331       825       55757        1        43570        1        43570        1        43570        1        43570        1        43570        1        43570        0          0     
   83.3      46472      23008      100000      2580      68184       662       56141        2        46522        1        46472        1        46472        1        46472        1        46472        1        46472        0          0     
   91.7      49057      23143      100000      2297      67880       568       57016        2        49113        1        49057        1        49057        1        49057        1        49057        1        49057        0          0     
  100.0      51760      22587      100000      2176      68628       456       57894        1        51760        1        51760        1        51760        1        51760        1        51760        1        51760        1        51760   
  108.3      54348      22516      100000      1910      68768       356       59062        1        54348        1        54348        1        54348        1        54348        1        54348        1        54348        1        54348   
  116.7      56724      22187      100000      1698      69163       298       60510        1        56724        1        56724        1        56724        1        56724        1        56724        1        56724        1        56724   
  125.0      59192      21678      100000      1470      69676       226       62016        1        59192        1        59192        1        59192        1        59192        1        59192        1        59192        1        59192   
  133.3      61511      21322      100000      1264      70353       175       63651        1        61511        1        61511        1        61511        1        61511        1        61511        1        61511        1        61511   
  141.7      63652      20759      100000      1115      71181       128       65153        1        63652        1        63652        1        63652        1        63652        1        63652        1        63652        1        63652   
  150.0      65630      20296      100000      985       72110        90       66705        1        65630        1        65630        1        65630        1        65630        1        65630        1        65630        1        65630   
  158.3      67585      19831      100000      814       72903        75       68417        1        67585        1        67585        1        67585        1        67585        1        67585        1        67585        1        67585   
  166.7      69383      19251      100000      674       73679        47       69962        1        69383        1        69383        1        69383        1        69383        1        69383        1        69383        1        69383   
  175.0      71193      18672      100000      527       74527        31       71553        1        71193        1        71193        1        71193        1        71193        1        71193        1        71193        1        71193   
  183.3      72723      18038      100000      492       75748        26       72988        1        72723        1        72723        1        72723        1        72723        1        72723        1        72723        1        72723   
  191.7      74322      17374      100000      397       76763        19       74532        1        74322        1        74322        1        74322        1        74322        1        74322        1        74322        1        74322   
  200.0      75640      16717      100000      359       77820        19       75832        1        75640        1        75640        1        75640        1        75640        1        75640        1        75640        1        75640   
  208.3      76870      16187      100000      267       78456        6        76925        1        76870        1        76870        1        76870        1        76870        1        76870        1        76870        1        76870   
  216.7      78092      15716      100000      227       79403        8        78170        1        78092        1        78092        1        78092        1        78092        1        78092        1        78092        1        78092   
  225.0      79077      15239      100000      203       80248        4        79110        1        79077        1        79077        1        79077        1        79077        1        79077        1        79077        1        79077   
  233.3      80118      14662      100000      165       81098        7        80181        1        80118        1        80118        1        80118        1        80118        1        80118        1        80118        1        80118   
  241.7      80867      14305      100000      157       81769        2        80878        1        80867        1        80867        1        80867        1        80867        1        80867        1        80867        1        80867   
  250.0      81541      13843      100000      157       82421        3        81561        1        81541        1        81541        1        81541        1        81541        1        81541        1        81541        1        81541   
  258.3      82235      13560      100000      118       82914        4        82265        1        82235        1        82235        1        82235        1        82235        1        82235        1        82235        1        82235   
  266.7      82988      13134      100000      102       83549        1        82988        1        82988        1        82988        1        82988        1        82988        1        82988        1        82988        1        82988   
  275.0      83487      12901      100000       90       83989        2        83497        1        83487        1        83487        1        83487        1        83487        1        83487        1        83487        1        83487   
  283.3      83872      12575      100000       85       84344        1        83872        1        83872        1        83872        1        83872        1        83872        1        83872        1        83872        1        83872   
  291.7      84129      12529      100000       72       84526        3        84150        1        84129        1        84129        1        84129        1        84129        1        84129        1        84129        1        84129   
  300.0      84324      12159      100000       99       84914        5        84371        1        84324        1        84324        1        84324        1        84324        1        84324        1        84324        1        84324   
  308.3      84208      12412      100000       95       84765        5        84258        1        84208        1        84208        1        84208        1        84208        1        84208        1        84208        1        84208   
  316.7      84036      12437      100000       86       84555        4        84086        1        84036        1        84036        1        84036        1        84036        1        84036        1        84036        1        84036   
  325.0      83543      12653      100000      106       84142        3        83567        1        83543        1        83543        1        83543        1        83543        1        83543        1        83543        1        83543   
  333.3      82876      13158      100000      111       83523        5        82923        1        82876        1        82876        1        82876        1        82876        1        82876        1        82876        1        82876   
  341.7      82147      13547      100000      137       82959        8        82220        1        82147        1        82147        1        82147        1        82147        1        82147        1        82147        1        82147   
  350.0      81381      13949      100000      165       82323        7        81442        1        81381        1        81381        1        81381        1        81381        1        81381        1        81381        1        81381   
  358.3      80984      14150      100000      158       81894        5        81026        1        80984        1        80984        1        80984        1        80984        1        80984        1        80984        1        80984   
  366.7      80618      14309      100000      165       81569        3        80638        1        80618        1        80618        1        80618        1        80618        1        80618        1        80618        1        80618   
  375.0      80612      14460      100000      163       81562        7        80677        1        80612        1        80612        1        80612        1        80612        1        80612        1        80612        1        80612   
  383.3      80653      14365      100000      168       81646        7        80724        1        80653        1        80653        1        80653        1        80653        1        80653        1        80653        1        80653   
  391.7      80537      14389      100000      165       81463        4        80569        1        80537        1        80537        1        80537        1        80537        1        80537        1        80537        1        80537   
  400.0      80124      14547      100000      208       81345        8        80218        1        80124        1        80124        1        80124        1        80124        1        80124        1        80124        1        80124   
  408.3      79582      14806      100000      214       80830        7        79648        1        79582        1        79582        1        79582        1        79582        1        79582        1        79582        1        79582   
  416.7      79312      15011      100000      192       80448        8        79387        1        79312        1        79312        1        79312        1        79312        1        79312        1        79312        1        79312   
  425.0      79062      15257      100000      197       80217        7        79129        1        79062        1        79062        1        79062        1        79062        1        79062        1        79062        1        79062   
  433.3      78822      15444      100000      216       80101        7        78884        1        78822        1        78822        1        78822        1        78822        1        78822        1        78822        1        78822   
  441.7      78673      15403      100000      224       79975        8        78745        1        78673        1        78673        1        78673        1        78673        1        78673        1        78673        1        78673   
  450.0      78675      15299      100000      235       80046        6        78728        1        78675        1        78675        1        78675        1        78675        1        78675        1        78675        1        78675   
  458.3      78872      15251      100000      214       80115        6        78925        1        78872        1        78872        1        78872        1        78872        1        78872        1        78872        1        78872   
  466.7      78894      15195      100000      233       80232        5        78939        1        78894        1        78894        1        78894        1        78894        1        78894        1        78894        1        78894   
  475.0      78802      15351      100000      230       80145        7        78869        1        78802        1        78802        1        78802        1        78802        1        78802        1        78802        1        78802   
  483.3      78977      15229      100000      229       80362        15       79136        1        78977        1        78977        1        78977        1        78977        1        78977        1        78977        1        78977   
  491.7      78983      15155      100000      206       80258        11       79117        1        78983        1        78983        1        78983        1        78983        1        78983        1        78983        1        78983   
